CCLE_ID	depMapID	Name	Pathology	Site_Primary	Site_Subtype1	Site_Subtype2	Site_Subtype3	Histology	Hist_Subtype1	Hist_Subtype2	Hist_Subtype3	Gender	Life_Stage	Age	Race	Geo_Loc	inferred_ethnicity	Site_Of_Finding	Disease	Annotation_Source	Original.Source.of.Cell.Line	Characteristics	Growth.Medium	Supplements	Freezing.Medium	Doubling.Time.from.Vendor	Doubling.Time.Calculated.hrs	type	type_refined	PATHOLOGIST_ANNOTATION	mutRate	tcga_code
OVMANA_OVARY	ACH-000646	OVMANA	primary	ovary	NS	NS	NS	carcinoma	clear_cell_carcinoma	NS	NS	female		51	asian	japan	Asian			CCLE	NIBRI						NA	ovary	ovary	Ovary:Carcinoma	173.2330942	OV
SKCO1_LARGE_INTESTINE	ACH-000400	SK-CO-1	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		65	caucasian		Caucasian			CCLE	ATCC	ADHERENT EPITHELIAL;	EMEM +10% FBS	NA	5% DMSO		76	colorectal	colorectal	Colorectal:Carcinoma	101.3983234	COAD/READ
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000053	KARPAS-299	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	NS	NS	male		25			Caucasian		CD30+_anaplastic_large_cell_lymphoma	CCLE	ECAAC	"Lymphoblastoid, suspension"	RPMI-1640+20% FBS	2mM L-glutamine	5% DMSO	30 hrs	45.5	lymphoma_other	T-cell_lymphoma_other	Lymphoma:NH_T_cell	68.12312717	NA
YAPC_PANCREAS	ACH-000332	YAPC	metastasis	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	male		43	asian	japan	Asian	ascites		CCLE	DSMZ	Adherent	RPMI-1640 + 10% FBS	NA	10%DMSO		72.7	pancreas	pancreas	Pancreas:Carcinoma	115.5254055	PAAD
HT1197_URINARY_TRACT	ACH-000547	HT-1197	primary	urinary_tract	bladder	NS	NS	carcinoma	NS	NS	NS	male		44	caucasian		Caucasian			CCLE	NIBRI						NA	urinary_tract	urinary_tract	Bladder:Carcinoma	122.3953732	BLCA
A253_SALIVARY_GLAND	ACH-000740	A-253	primary	salivary_gland	submaxillary	NS	NS	carcinoma	mucoepidermoid_carcinoma	NS	NS	male		54	caucasian		Caucasian			CCLE	ATCC	Adherent	McCoy's 5A + 10% FBS	NA	5% DMSO		47.3	other	upper_aerodigestive	Salivary_Gland:Carcinoma	150.1577888	HNSC
HCC366_LUNG	ACH-000840	HCC-366	primary	lung	NS	NS	NS	carcinoma	mixed_adenosquamous_carcinoma	NS	NS	female		80			Caucasian		lung_cancer	CCLE	DSMZ	Adhrent cells growing as monolayers; dt=30-40hrs	RPMI-1640+10%FBS	NA	10% DMSO	30-40 hrs	176	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	220.2101945	LUAD
DKMG_CENTRAL_NERVOUS_SYSTEM	ACH-000244	DK-MG	primary	central_nervous_system	parietal_lobe	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	female		67			Caucasian			CCLE	DSMZ	"SPINDLE, FIBROBLAST-LIKE CELLS GROWING MOSTLY ADHERENT AS MONOLAYER"	RPMI-1640+10% FBS	2mM l-GLUTAMINE	5% DMSO	50 hrs	77.7	glioma	glioma	CNS:Glioma_HighGrade	73.93675728	GBM
SNU349_KIDNEY	ACH-000907	SNU-349	primary	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	male		68	asian		Asian			CCLE	KCLB	epithelial adherent	RPMI+10%FBS	NA	5%DMSO	120hrs	46.5	kidney	kidney	Kidney:Carcinoma	337.6637815	KIRC
UMUC1_URINARY_TRACT	ACH-000834	UM-UC-1	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male		NA	african_american		African_american			CCLE	ECACC	Adherent	MEM + 10 % FBS	2mM GLUTAMINE + 1% NEAA	5% DMSO		163.8	urinary_tract	urinary_tract	Bladder:Carcinoma	186.0987209	BLCA
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000944	NAMALWA	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Burkitt_lymphoma	NS	NS	female		3			African_american		lymphoma	CCLE	JCRB	Lymphoblast like; suspension	RPMI-1640+10% FBS	NA	5% DMSO		54.1	lymphoma_Burkitt	lymphoma_Burkitt	Lymphoma:NH_B_cell	670.6935477	DLBC
NCIH292_LUNG	ACH-001075	NCI-H292	metastasis	lung	NS	NS	NS	carcinoma	mucoepidermoid_carcinoma	NS	NS	female		32	african_american		African_american	lymph_node		CCLE	NIBRI						NA	lung_NSC	lung_NSC	Lung:Others	117.719142	NA
59M_OVARY	ACH-000520	59M	metastasis	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female		NA			Caucasian	ascites	ovarian_carcinoma	CCLE	ECACC						NA	ovary	ovary	Ovary:Carcinoma	110.6123314	OV
U118MG_CENTRAL_NERVOUS_SYSTEM	ACH-000040	U-118 MG	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS			NA			Caucasian		brain_cancer	CCLE		Adherent	DMEM+10% FBS	NA	5% DMSO		49.9	glioma	glioma	CNS:Glioma	73.11071221	GBM
VMRCLCD_LUNG	ACH-001233	VMRC-LCD	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		NA			Caucasian		lung_cancer	CCLE	HSRRB	MIX	EMEM+10% FBS	NA	5% DMSO		NA	lung_NSC	lung_NSC	NA	NA	LUAD
HCC1833_LUNG	ACH-000712	HCC-1833	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		69	caucasian		African_american		lung_cancer	CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		NA	NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	159.9833699	LUAD
RH30_SOFT_TISSUE	ACH-000833	RH-30	metastasis	soft_tissue	striated_muscle	NS	NS	rhabdomyosarcoma	alveolar	NS	NS	male		17	caucasian		Caucasian	bone_marrow		CCLE	DSMZ	adherent epithelial-like cells growing as monolayer	90-95% RPMI 1640 +5-10 h.i. FBS	NA		~  35 hrs	NA	soft_tissue	soft_tissue	Soft_Tissue:Sarcoma_Rhabdoid	195.104647	SARC
TCCSUP_URINARY_TRACT	ACH-000720	TCCSUP	primary	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female		67			Caucasian			CCLE	NIBRI						NA	urinary_tract	urinary_tract	Bladder:Carcinoma	139.2351999	BLCA
SNU601_STOMACH	ACH-000736	SNU-601	metastasis	stomach	NS	NS	NS	carcinoma	NS	NS	NS	male		34	asian	korea	Asian	ascites		CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		NA	NA	stomach	stomach	Gastric:Carcinoma	198.6286534	STAD
CAL33_UPPER_AERODIGESTIVE_TRACT	ACH-000518	CAL-33	primary	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		69			Caucasian			CCLE	DSMZ	epitheloid cells growing adherent in monolayers	DMEM+10% FBS	2mM L-glutamine	5%DMSO	30-40hrs	24.8	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	127.7052288	HNSC
SNU668_STOMACH	ACH-000344	SNU-668	metastasis	stomach	NS	NS	NS	carcinoma	signet_ring_adenocarcinoma	NS	NS	male		63	asian	korea	Asian	ascites		CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		NA	NA	stomach	stomach	Gastric:Carcinoma	133.8217124	STAD
CORL279_LUNG	ACH-000257	COR-L279	metastasis	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male		63			Caucasian	lymph_node		CCLE	ECACC						NA	lung_small_cell	lung_small_cell	Lung:SCLC	82.96418803	SCLC
GB1_CENTRAL_NERVOUS_SYSTEM	ACH-000738	GB-1	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male		35			Asian			CCLE	HSSRB	NA	Dulbecco's modified Eagle's medium with 10% fetal calf serum	NA		NA	NA	glioma	glioma	CNS:Glioma_HighGrade	165.5943803	GBM
KURAMOCHI_OVARY	ACH-000524	KURAMOCHI	metastasis	ovary	NS	NS	NS	carcinoma	undifferentiated_carcinoma	NS	NS	female		NA	asian		Asian			CCLE	GNF						NA	ovary	ovary	Ovary:Carcinoma	130.3578322	UNABLE TO CLASSIFY
COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001043	COLO 775	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	chronic_myeloid_leukaemia	NS	NS	female		57			African_american			CCLE	NA	NA	NA	NA	NA	NA	NA	CML	CML	NA	NA	LCML
COLO684_ENDOMETRIUM	ACH-000864	COLO 684	primary	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		63			Caucasian			CCLE	ECACC						NA	endometrium	endometrium	Endometrium:Carcinoma	235.4484219	UCEC
KLM1_PANCREAS	ACH-001101	KLM-1	primary	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS			NA			Asian			CCLE	NA	NA	NA	NA	NA	NA	NA	pancreas	pancreas	NA	NA	PAAD
GRM_SKIN	ACH-001072	GR-M	primary	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		36	caucasian		Asian			CCLE	NA	NA	NA	NA	NA	NA	NA	melanoma	melanoma	NA	NA	SKCM
SNU685_ENDOMETRIUM	ACH-000407	SNU-685	primary	endometrium	NS	NS	NS	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour	NS	NS	female		70	asian		Asian			CCLE	KCLB	polypoid; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		20 hrs	NA	endometrium	endometrium	Endometrium:Others	133.0971004	UCEC
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001037	CMK-86	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	NS	NS			NA			Asian			CCLE	NA	NA	NA	NA	NA	NA	NA	AML	AML	NA	NA	LAML
SNU886_LIVER	ACH-000316	SNU-886	primary	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	male		57	asian	korea	Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		25 hrs	NA	liver	liver	Liver:HCC	148.5261257	LIHC
HCT8_LARGE_INTESTINE	ACH-001084	HCT-8	primary	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		67			NA		colon_cancer	CCLE	NA	NA	NA	NA	NA	NA	NA	colorectal	colorectal	NA	NA	COAD/READ
NCCSTCK140_STOMACH	ACH-000110	NCC-StC-K140	primary	stomach	NS	NS	NS	carcinoma	NS	NS	NS	female		36			Asian			CCLE	RIKEN	other	DMEM + 10%FBS	NA		NA	NA	stomach	stomach	Gastric:Carcinoma	103.844001	STAD
NCIH3255_LUNG	ACH-000109	NCI-H3255	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS			NA			Caucasian			CCLE	NIBRI						NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	87.00395836	LUAD
SNU719_STOMACH	ACH-000898	SNU-719	primary	stomach	NS	NS	NS	carcinoma	NS	NS	NS	male		53	asian	korea	Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		NA	NA	stomach	stomach	Gastric:Carcinoma	343.1649394	STAD
SNU489_CENTRAL_NERVOUS_SYSTEM	ACH-000543	SNU-489	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male		54	asian		Asian			CCLE	KCLB	spindle; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		48 hrs	NA	glioma	glioma	CNS:Glioma_HighGrade	177.451507	GBM
SNU81_LARGE_INTESTINE	ACH-000991	SNU-81	primary	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	male		53	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		30 hrs	NA	colorectal	colorectal	Colorectal:Carcinoma	1759.696678	COAD/READ
A2058_SKIN	ACH-000788	A2058	metastasis	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male		43	caucasian		Caucasian	lymph_node	melanoma	CCLE	GNF						NA	melanoma	melanoma	Skin:Melanoma	164.676892	SKCM
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-001094	HTK-	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS			NA			Caucasian			CCLE	NA	NA	NA	NA	NA	NA	NA	multiple_myeloma	multiple_myeloma	NA	NA	MM
SNU1040_LARGE_INTESTINE	ACH-000999	SNU-1040	primary	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	male		34	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		63 hrs	NA	colorectal	colorectal	Colorectal:Carcinoma	3119.618365	COAD/READ
SNU1076_UPPER_AERODIGESTIVE_TRACT	ACH-000549	SNU-1076	primary	upper_aerodigestive_tract	larynx	subglottis	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		60	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		36 hrs	NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	165.3148578	HNSC
SNU175_LARGE_INTESTINE	ACH-000989	SNU-175	primary	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	female		56	asian		Asian			CCLE	KCLB	"lymphoblast-like, round; suspention"	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		33 hrs	NA	colorectal	colorectal	Colorectal:Carcinoma	1460.745797	COAD/READ
SNU407_LARGE_INTESTINE	ACH-000955	SNU-407	metastasis	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	male		37	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		42 hrs	NA	colorectal	colorectal	Colorectal:Carcinoma	525.9938628	COAD/READ
SNU201_CENTRAL_NERVOUS_SYSTEM	ACH-000623	SNU-201	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male		58	asian		Asian			CCLE	KCLB	spendle; monolayer	"RPMI 1640 with L-glutamine(300mg/L), 90%; heat inactivatedfetal bovine serum (FBS), 10%"	25mM Hepes and 25mM NaHCo3		61 hrs	NA	glioma	glioma	CNS:Glioma_HighGrade	155.5880127	GBM
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000426	KMS-20	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	female		65	asian		Asian		multiple_myeloma	CCLE		suspension	RPMI1640+10%FBS	NA	5%DMSO		130	multiple_myeloma	multiple_myeloma	Lymphoma:Multiple_Myeloma	130.7608683	MM
SNU216_STOMACH	ACH-000466	SNU-216	metastasis	stomach	NS	NS	NS	carcinoma	NS	NS	NS	female		46	asian	korea	Asian	lymph_node		CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		NA	NA	stomach	stomach	Gastric:Carcinoma	129.3811699	STAD
SNU1196_BILIARY_TRACT	ACH-000461	SNU-1196	primary	biliary_tract	bile_duct	NS	NS	carcinoma	NS	NS	NS			NA			Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		48 hrs	NA	bile_duct	bile_duct	Biliary_Tract:Carcinoma	120.7640014	NA
SNU1079_BILIARY_TRACT	ACH-000209	SNU-1079	primary	biliary_tract	bile_duct	NS	NS	carcinoma	NS	NS	NS			NA			Asian			CCLE	NA	NA	NA	NA	NA	NA	NA	bile_duct	bile_duct	Biliary_Tract:Carcinoma	110.0440816	NA
HCC1195_LUNG	ACH-000868	HCC-1195	primary	lung	NS	NS	NS	carcinoma	mixed_adenosquamous_carcinoma	NS	NS	male		47	african_american		African_american		lung_cancer	CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		NA	NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	254.5878645	LUAD
NCIH854_LUNG	ACH-000710	NCI-H854	primary	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS			NA			Caucasian			CCLE	KCLB	suspention	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		NA	NA	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	158.1433375	LUAD
SNU466_CENTRAL_NERVOUS_SYSTEM	ACH-000289	SNU-466	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male		61	asian		Asian			CCLE	KCLB	spendle; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBs),10%"	25mM Hepes and 25mM NaHCo3		54 hrs	NA	glioma	glioma	CNS:Glioma_HighGrade	136.3793212	GBM
YD38_UPPER_AERODIGESTIVE_TRACT	ACH-000762	YD-38	primary	upper_aerodigestive_tract	mouth	gingiva	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		67	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		21.6 hrs	NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	181.1896531	HNSC
SNU1105_CENTRAL_NERVOUS_SYSTEM	ACH-000368	SNU-1105	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male		61	asian		Asian			CCLE	NA	NA	NA	NA	NA	NA	NA	glioma	glioma	CNS:Glioma_HighGrade	140.8929088	GBM
SNU283_LARGE_INTESTINE	ACH-000708	SNU-283	primary	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	female		62	asian		Asian			CCLE	KCLB	"epithelial; monolayer, clumping"	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		42 hrs	NA	colorectal	colorectal	Colorectal:Carcinoma	NA	COAD/READ
SNU46_UPPER_AERODIGESTIVE_TRACT	ACH-000500	SNU-46	primary	upper_aerodigestive_tract	larynx	supraglottis	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		66	asian		Asian			CCLE	KCLB	Epithelial monolayer	RPMI+10%FBS	NA	?	36hrs	80.3	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	NA	HNSC
SNU308_BILIARY_TRACT	ACH-000141	SNU-308	primary	biliary_tract	bile_duct	NS	NS	carcinoma	NS	NS	NS			NA			Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		48 hrs	NA	bile_duct	bile_duct	Biliary_Tract:Carcinoma	115.4161995	NA
YD8_UPPER_AERODIGESTIVE_TRACT	ACH-000630	YD-8	primary	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female		46	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		29.3 hrs	NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	176.5833238	HNSC
SNU245_BILIARY_TRACT	ACH-000268	SNU-245	primary	biliary_tract	bile_duct	NS	NS	carcinoma	NS	NS	NS			NA			Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		54 hrs	NA	bile_duct	bile_duct	Biliary_Tract:Carcinoma	127.2186628	NA
SNU478_BILIARY_TRACT	ACH-000377	SNU-478	primary	biliary_tract	bile_duct	NS	NS	carcinoma	NS	NS	NS			NA			Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		52 hrs	NA	bile_duct	bile_duct	Biliary_Tract:Carcinoma	128.9700561	NA
SNU410_PANCREAS	ACH-000517	SNU-410	primary	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	male		53	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		72 hrs	NA	pancreas	pancreas	Pancreas:Carcinoma	171.5300854	PAAD
SNU899_UPPER_AERODIGESTIVE_TRACT	ACH-000692	SNU-899	primary	upper_aerodigestive_tract	larynx	glottis	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		56	asian		Asian			CCLE	KCLB	epithelial; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		48 hrs	NA	upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	166.6743593	HNSC
SNU503_LARGE_INTESTINE	ACH-000683	SNU-503	primary	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	male		52	asian		Asian			CCLE	KCLB						137.5	colorectal	colorectal	Colorectal:Carcinoma	164.5923193	COAD/READ
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000195	Set-2	primary	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	essential_thrombocythaemia	NS	NS	female		71			Asian			CCLE		suspension	RPMI-1640 + 20% FBS	NA	5%DMSO		59.7	leukemia_other	leukemia_other	Leukemia:MPD	122.3425095	NA
SNU738_CENTRAL_NERVOUS_SYSTEM	ACH-000807	SNU-738	primary	central_nervous_system	brain	NS	NS	glioma	oligodendroglioma	NS	NS	male		40	asian		Asian			CCLE	KCLB	spindle; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		56 hrs	NA	glioma	glioma	CNS:Glioma	268.24918	NA
SNU626_CENTRAL_NERVOUS_SYSTEM	ACH-000370	SNU-626	primary	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male		65	asian		Asian			CCLE	KCLB	spendle; monolayer	"RPMI 1640  with L-glutamine (300mg/L), 90%; heat inactivated fetal bovine serum (FBS),10%"	25mM Hepes and 25mM NaHCo3		92 hrs	NA	glioma	glioma	CNS:Glioma_HighGrade	138.2523835	GBM
SNU869_BILIARY_TRACT	ACH-000182	SNU-869	primary	biliary_tract	bile_duct	NS	NS	carcinoma	NS	NS	NS			NA			Asian			CCLE		Epithelial adherent	RPMI-10% FBS	NA	5% DMSO		81.8	bile_duct	bile_duct	Biliary_Tract:Carcinoma	113.3518553	NA
SNU878_LIVER	ACH-000686	SNU-878	primary	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	female		54	asian		Asian			CCLE	KCLB	Epithelial monolayer	RPMI+10%FBS	NA	?	25 hrs	150.3	liver	liver	Liver:HCC	184.9312508	LIHC
SNU840_OVARY	ACH-000280	SNU-840	primary	ovary	NS	NS	NS	carcinoma	Brenner_tumour	NS	NS	female		45	asian		Asian			CCLE	KCLB	"ADHERENT, EPITHELIAL MONOLAYER"	RPMI-1640+10% FBS	NA	5%DMSO	40	36.9	ovary	ovary	Ovary:Germline	124.2318571	OV
SNU8_OVARY	ACH-000460	SNU-8	primary	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		55	asian		Asian			CCLE	KCLB	"ADHERENT, EPITHELIAL MONOLAYER"	RPMI-1640+10% FBS	NA	5%DMSO	44	143.9	ovary	ovary	Ovary:Carcinoma	143.4597182	OV
NCIH684_LIVER	ACH-000089	NCI-H684	primary	liver	NS	NS	NS	other	hepatoblastoma	NS	NS			55			Caucasian			CCLE	KCLB	adherent	ACL-4	NA		NA	NA	liver	liver	Liver:Hepatoblastoma	74.74545221	LIHC
IGR39_SKIN	ACH-000550	IGR-39	primary	skin	upper_leg	NS	NS	malignant_melanoma	NS	NS	NS	male		26			Caucasian		Skin Cancer	CCLE	DSMZ	Adherent	DMEM+15%FBS	NA	5% DMSO		40.2	melanoma	melanoma	Skin:Melanoma	NA	SKCM
DAOY_CENTRAL_NERVOUS_SYSTEM	ACH-000211	Daoy	primary	central_nervous_system	brain	NS	NS	primitive_neuroectodermal_tumour-medulloblastoma	NS	NS	NS	male		4	caucasian		Caucasian			CCLE	NIBRI	adherent polygonal	EMEM+10%FBS	NA	5%DMSO	34hrs	40.8	medulloblastoma	medulloblastoma	CNS:Medulloblastoma	92.55663852	MB
HEP3B217_LIVER	ACH-000625	Hep 3B2.1-7	primary	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	male		8	african_american		African_american		hepatocellular_cancer	CCLE		adherent	EMEM+10%FBS	NA	5%DMSO		NA	liver	liver	Liver:HCC	135.4595398	LIHC
KYM1_SOFT_TISSUE	ACH-000607	KYM-1	primary	soft_tissue	striated_muscle	NS	NS	rhabdomyosarcoma	NS	NS	NS			1	asian		Asian			CCLE	NIBRI						NA	soft_tissue	soft_tissue	Soft_Tissue:Sarcoma_Rhabdoid	189.0330306	SARC
LC1F_LUNG	ACH-000705	LC-1F	primary	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		69	asian		Asian		lung_cancer	CCLE	RIKEN	Mixed cell line.	RPMI-1640+10%FBS	NA	5%DMSO		NA	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	196.9383482	LUSC
